year,turn,r1,r2,r3,r4,r5,r6,b
13,100,04,08,11,14,16,20,11
13,101,05,07,09,23,27,32,01
13,102,02,04,05,06,08,16,03
13,103,02,04,09,13,18,20,07
13,104,01,02,04,15,17,28,11
13,105,01,11,23,27,31,32,09
13,106,09,11,23,30,31,32,06
13,107,07,09,11,17,28,31,11
13,108,16,21,22,28,31,32,05
13,109,09,23,24,27,29,32,08
13,110,15,17,18,21,29,32,13
13,111,01,02,03,06,08,33,13
13,112,01,06,12,13,22,31,07
13,113,04,07,11,17,24,33,09
13,114,04,06,17,21,23,33,07
13,115,03,12,16,17,18,27,08
13,116,12,15,21,26,32,33,07
13,117,09,12,13,24,27,33,16
13,118,02,03,17,22,32,33,16
13,119,05,15,20,22,26,32,09
13,120,05,06,13,18,23,31,11
13,121,04,05,06,07,25,27,07
13,122,07,10,13,15,26,27,11
13,123,01,02,06,11,17,25,02
13,124,03,09,15,23,25,30,07
13,125,04,06,08,18,25,28,16
13,126,04,10,19,27,31,33,16
13,127,02,03,13,20,22,33,14
13,128,07,13,17,19,25,31,08
13,129,05,06,10,14,27,31,14
13,130,01,03,15,16,31,33,08
13,131,04,06,12,17,19,26,09
13,132,20,21,22,23,25,27,12
13,133,04,07,12,19,22,25,01
13,134,01,17,18,19,25,29,10
13,135,09,23,24,25,29,31,12
13,136,04,06,14,16,18,26,06
13,137,04,17,19,23,24,27,10
13,138,04,15,16,24,27,28,03
13,139,07,08,11,13,21,27,08
13,140,01,05,12,13,21,22,10
13,141,03,04,05,25,30,31,04
13,142,11,12,14,20,22,29,14
13,143,12,18,21,22,27,32,11
13,144,05,07,12,19,27,31,02
13,145,06,10,13,16,23,24,15
13,146,08,20,25,30,32,33,01
13,147,02,15,16,17,19,30,08
13,148,06,11,12,14,17,22,01
13,149,09,18,25,26,30,32,11
13,150,01,15,16,25,26,29,10
13,151,03,09,10,19,28,33,09
13,152,04,06,14,16,18,29,05
13,153,08,11,13,18,28,33,10
13,154,07,11,14,19,24,29,05
14,1,03,09,15,20,27,29,01
14,2,04,21,23,31,32,33,04
14,3,06,10,11,28,30,33,12
14,4,01,04,19,22,24,25,15
14,5,15,18,23,27,32,33,04
14,6,03,04,07,17,21,27,14
14,7,08,10,12,14,18,28,14
14,8,05,14,16,21,29,30,12
14,9,08,09,19,20,25,32,16
14,10,05,07,08,20,31,33,11
14,11,09,10,13,14,21,32,02
14,12,01,08,11,19,21,24,08
14,13,05,09,13,15,17,21,13
14,14,04,09,19,22,25,29,15
14,15,02,11,19,30,32,33,09
14,16,02,03,07,13,21,24,08
14,17,04,06,07,14,25,26,10
14,18,13,17,18,21,30,33,15
14,19,02,10,15,19,20,21,07
14,20,09,14,17,23,24,25,15
14,21,08,10,15,17,22,29,12
14,22,04,06,07,10,21,26,16
14,23,07,09,13,17,21,22,10
14,24,08,10,16,20,23,30,09
14,25,01,05,10,14,16,30,16
14,26,01,02,05,06,11,23,14
14,27,08,10,14,16,30,31,01
14,28,06,16,21,27,30,32,05
14,29,02,07,14,16,21,29,14
14,30,12,18,19,23,24,30,10
14,31,04,10,16,17,21,27,14
14,32,01,02,14,22,29,33,07
14,33,05,13,23,28,32,33,12
14,34,01,03,04,08,25,31,06
14,35,07,08,09,17,32,33,06
14,36,01,07,08,09,11,22,03
14,37,06,13,14,24,25,30,07
14,38,04,07,22,23,24,33,16
14,39,03,11,15,19,20,31,07
14,40,03,04,06,11,12,15,08
14,41,07,11,16,18,21,22,02
14,42,12,15,20,25,28,33,14
14,43,02,05,09,14,24,33,09
14,44,04,09,21,27,28,33,12
14,45,02,04,09,11,19,22,15
14,46,02,10,11,17,18,22,10
14,47,08,10,11,12,19,29,15
14,48,06,09,16,17,24,25,16
14,49,06,07,16,17,23,32,06
14,50,03,17,23,25,26,32,13
14,51,10,16,19,21,23,24,13
14,52,09,13,15,28,30,33,08
14,53,14,17,19,22,26,31,02
14,54,01,04,05,11,29,30,14
14,55,02,09,14,19,21,30,04
14,56,01,11,18,20,28,29,01
14,57,02,04,12,18,23,31,08
14,58,02,03,12,13,14,25,11
14,59,05,08,12,13,23,25,13
14,60,03,05,14,18,25,33,06
14,61,02,14,17,27,28,31,08
14,62,06,09,15,24,25,26,09
14,63,03,08,17,21,22,31,16
14,64,02,09,15,16,29,32,14
14,65,03,04,05,08,10,22,06
14,66,02,05,15,17,18,21,16
14,67,01,06,07,17,18,23,06
14,68,04,12,13,22,27,29,16
14,69,05,12,17,19,25,30,11
14,70,01,07,09,19,28,29,07
14,71,02,04,12,17,22,25,14
14,72,01,03,07,13,19,32,16
14,73,01,12,16,20,30,33,02
14,74,01,03,06,13,30,31,12
14,75,03,09,11,22,27,29,06
14,76,06,10,12,17,18,33,11
14,77,08,09,12,15,19,22,10
14,78,02,03,05,06,09,17,07
14,79,02,07,16,22,27,28,02
14,80,05,14,16,17,25,30,07
14,81,08,14,22,24,27,29,10
14,82,02,04,20,25,26,29,11
14,83,05,06,19,21,23,33,12
14,84,01,06,09,10,13,25,08
14,85,01,02,11,19,23,29,08
14,86,02,04,10,12,14,30,08
14,87,06,18,22,23,32,33,06
14,88,03,06,11,14,16,29,15
14,89,04,06,14,17,27,30,09
14,90,05,09,11,19,24,32,13
14,91,01,05,12,19,27,29,14
14,92,03,13,18,19,22,26,07
14,93,02,08,09,10,20,29,05
14,94,01,10,18,20,23,29,01
14,95,05,06,08,14,22,31,08
14,96,12,14,17,19,22,24,08
14,97,07,13,24,25,27,32,15
14,98,02,13,17,20,29,31,07
14,99,01,05,10,11,13,32,14
14,100,01,06,09,10,14,16,11
14,101,16,18,20,23,24,32,07
14,102,14,16,21,24,28,31,13
14,103,03,08,09,10,18,33,04
14,104,02,06,12,19,27,28,13
14,105,14,16,17,19,27,32,04
14,106,09,14,17,18,21,25,15
14,107,11,14,17,22,25,27,16
14,108,03,08,09,20,23,28,02
14,109,02,05,11,15,19,28,02
14,110,01,08,11,13,19,30,06
14,111,02,08,17,20,22,28,02
14,112,01,15,16,21,24,30,03
14,113,12,14,28,31,32,33,07
14,114,02,07,23,30,32,33,10
14,115,01,09,10,11,13,32,03
14,116,09,10,14,15,19,29,16
14,117,05,10,17,25,28,29,04
14,118,05,07,15,18,26,30,03
14,119,06,13,17,20,26,29,09
14,120,01,07,12,16,23,28,04
14,121,01,02,13,22,28,30,09
14,122,06,09,11,16,20,29,11
14,123,01,06,11,17,28,33,05
14,124,02,17,20,24,31,33,04
14,125,10,11,15,26,31,32,06
14,126,06,11,16,17,22,27,01
14,127,02,10,12,21,23,27,12
14,128,05,07,08,17,18,24,14
14,129,05,08,09,20,28,32,02
14,130,01,02,10,24,30,33,10
14,131,05,17,21,22,28,32,14
14,132,05,06,14,15,18,33,08
14,133,13,14,16,23,30,31,13
14,134,05,16,22,23,26,28,02
14,135,02,04,11,13,25,33,01
14,136,03,16,19,27,31,32,10
14,137,03,06,09,11,25,29,09
14,138,04,06,13,29,31,33,13
14,139,01,14,15,20,25,29,11
14,140,06,10,11,14,17,33,06
14,141,08,09,11,16,21,24,10
14,142,06,21,22,23,25,28,13
14,143,03,12,18,20,25,26,16
14,144,03,05,06,09,10,27,14
14,145,10,12,13,23,26,29,11
14,146,01,06,13,20,29,32,01
14,147,06,07,22,26,31,32,10
14,148,01,02,05,12,15,16,13
14,149,07,09,10,15,19,33,01
14,150,03,08,14,22,24,32,09
14,151,04,05,08,11,21,27,08
14,152,08,13,15,20,21,25,12
15,1,01,07,09,16,20,23,06
15,2,07,15,16,25,28,32,05
15,3,10,15,20,23,24,31,15
15,4,02,14,15,16,23,24,10
15,5,07,10,16,17,18,32,15
15,6,01,10,11,29,31,33,13
15,7,01,07,09,17,20,33,08
15,8,04,07,10,16,20,22,03
15,9,04,07,14,17,21,25,14
15,10,01,02,03,08,21,31,09
15,11,04,14,15,17,18,20,15
15,12,03,05,22,23,29,31,06
15,13,08,09,24,25,26,29,01
15,14,02,12,16,19,27,30,11
15,15,01,07,20,24,25,33,04
15,16,02,06,10,15,17,31,13
15,17,13,18,20,25,27,33,12
15,18,06,09,12,14,28,29,09
15,19,02,06,11,19,25,26,04
15,20,01,04,07,19,22,23,04
15,21,14,15,16,17,27,28,08
15,22,04,07,10,16,23,25,10
15,23,08,09,10,13,29,30,01
15,24,09,11,16,18,23,24,10
15,25,10,11,12,15,27,32,14
15,26,02,13,17,21,22,33,13
15,27,05,07,09,16,26,29,07
15,28,04,07,10,26,27,28,14
15,29,07,14,15,19,21,28,07
15,30,08,11,14,15,16,26,07
15,31,01,05,07,22,26,32,11
15,32,11,14,16,18,29,32,16
15,33,03,06,21,29,31,32,05
15,34,12,13,17,18,20,27,13
15,35,01,08,09,22,24,33,03
15,36,04,06,16,17,26,33,03
15,37,05,07,12,18,28,31,03
15,38,05,06,11,12,14,33,14
15,39,01,13,15,26,29,30,12
15,40,13,16,18,27,30,32,16
15,41,04,09,11,17,21,25,06
15,42,09,10,19,21,23,32,08
15,43,11,12,15,24,26,27,15
15,44,02,03,04,13,14,16,02
15,45,01,05,13,22,30,31,07
15,46,05,07,10,14,23,31,01
15,47,02,03,20,24,26,27,09
15,48,13,16,17,22,25,27,10
15,49,07,12,14,17,20,23,05
15,50,03,09,12,16,17,31,04
15,51,04,10,24,26,28,32,09
15,52,02,04,11,16,25,26,12
15,53,03,07,17,22,32,33,10
15,54,01,02,07,10,22,26,07
15,55,01,10,15,18,19,28,02
15,56,01,07,08,16,18,20,14
15,57,09,20,24,25,26,32,04
15,58,02,09,10,18,19,20,15
15,59,02,06,09,16,25,32,14
15,60,01,03,18,27,31,32,13
15,61,06,18,22,26,32,33,04
15,62,09,14,15,18,21,26,16
15,63,01,07,09,16,22,32,12
15,64,11,12,14,17,23,27,01
15,65,08,10,14,19,26,29,12
15,66,05,08,11,17,24,28,16
15,67,02,05,08,24,25,31,14
15,68,06,15,18,21,26,27,10
15,69,01,13,17,18,23,30,15
15,70,01,07,13,19,21,29,15
15,71,08,18,20,28,29,31,08
15,72,01,03,05,20,21,31,05
15,73,01,02,17,22,26,27,04
15,74,04,07,21,25,26,29,08
15,75,06,11,13,19,21,32,04
15,76,01,09,10,19,23,27,09
15,77,01,06,08,10,13,27,16
15,78,03,07,20,22,26,29,02
15,79,09,14,15,20,26,32,11
15,80,14,17,25,27,28,30,02
15,81,13,20,22,26,28,31,13
15,82,02,08,09,14,28,30,07
15,83,06,07,16,18,29,32,05
15,84,15,18,20,22,28,29,15
15,85,02,08,25,27,28,29,05
15,86,05,06,08,16,18,22,12
15,87,09,15,16,19,20,28,11
15,88,02,12,20,24,29,31,09
15,89,12,14,19,27,28,29,01
15,90,10,12,14,22,25,33,15
15,91,05,07,17,19,22,31,11
15,92,09,15,19,21,26,27,01
15,93,01,03,13,21,25,31,08
15,94,01,04,06,13,16,17,10
15,95,04,15,21,28,30,31,04
15,96,06,16,17,23,24,31,07
15,97,09,12,14,20,26,27,04
15,98,06,09,13,26,27,33,01
15,99,06,07,10,11,14,22,09
15,100,02,03,11,17,19,21,08
15,101,08,16,22,24,28,29,05
15,102,07,09,12,14,21,23,06
15,103,06,08,13,26,30,32,14
15,104,09,18,21,23,25,26,01
15,105,09,10,16,19,20,26,12
15,106,01,03,04,23,31,32,13
15,107,07,14,16,18,21,25,08
15,108,02,12,19,22,24,27,15
15,109,01,08,09,16,32,33,13
15,110,05,07,16,17,22,23,04
15,111,08,14,16,18,20,30,12
15,112,01,03,10,19,20,27,11
15,113,01,05,07,08,19,27,12
15,114,04,07,09,13,21,26,01
15,115,01,07,08,14,24,32,03
15,116,04,06,15,23,26,28,11
15,117,04,11,12,18,26,32,12
15,118,01,04,11,21,23,31,12
15,119,02,08,10,18,23,31,08
15,120,16,21,24,26,27,29,16
15,121,01,03,20,21,28,29,12
15,122,05,07,11,16,22,25,07
15,123,05,08,09,12,22,28,07
15,124,02,03,05,12,18,27,01
15,125,05,13,22,27,30,33,10
15,126,10,11,15,20,23,29,12
15,127,07,10,19,22,27,33,06
15,128,01,03,08,11,22,28,06
15,129,05,08,11,16,18,27,04
15,130,06,14,15,16,17,22,10
15,131,10,12,13,19,22,26,03
15,132,03,05,11,28,30,33,01
15,133,02,03,13,20,22,24,15
15,134,02,05,14,19,27,31,04
15,135,01,12,14,18,26,32,07
15,136,02,05,12,23,28,29,01
15,137,14,22,23,27,28,31,12
15,138,01,02,08,16,19,24,11
15,139,01,10,13,18,25,27,09
15,140,06,20,28,29,30,31,12
15,141,03,08,19,25,27,28,02
15,142,13,17,19,20,22,25,11
15,143,13,15,19,20,21,32,04
15,144,01,04,07,15,28,32,16
15,145,07,08,15,19,20,24,13
15,146,16,17,21,28,30,32,15
15,147,08,09,16,23,24,30,05
15,148,09,13,14,22,26,27,07
15,149,09,10,20,21,22,33,09
15,150,01,03,08,11,29,31,13
15,151,05,06,08,23,31,32,11
15,152,11,18,19,21,29,32,12
15,153,08,11,15,22,27,29,03
15,154,07,09,11,15,18,25,07
16,1,06,13,16,18,20,22,13
16,2,09,14,17,20,24,30,16
16,3,01,10,14,23,26,28,01
16,4,08,10,17,22,25,33,12
16,5,11,14,18,20,31,33,14
16,6,13,16,18,20,28,31,12
16,7,05,12,14,20,27,29,06
16,8,02,15,24,29,32,33,02
16,9,10,14,24,25,27,32,04
16,10,02,04,12,14,19,25,06
16,11,03,08,10,15,22,29,12
16,12,07,12,14,16,27,32,15
16,13,07,12,21,22,26,31,01
16,14,02,08,10,18,20,27,07
16,15,01,02,14,22,25,26,07
16,16,01,20,22,24,25,26,16
16,17,05,06,08,20,22,30,05
16,18,12,13,14,17,21,25,04
16,19,06,13,16,17,23,30,10
16,20,01,02,10,12,22,24,10
16,21,09,11,13,22,24,26,05
16,22,04,09,19,22,23,30,07
16,23,03,06,10,19,25,29,07
16,24,02,05,07,14,18,31,13
16,25,04,11,12,17,24,30,12
16,26,04,09,12,28,30,33,01
16,27,11,13,15,17,19,31,05
16,28,06,08,12,21,25,29,01
16,29,12,15,18,20,21,27,15
16,30,10,14,19,22,25,29,12
16,31,03,08,10,19,26,33,03
16,32,08,12,14,15,21,27,15
16,33,06,17,18,20,27,29,15
16,34,03,15,21,22,23,28,15
16,35,04,13,19,20,26,29,11
16,36,03,04,07,09,20,22,03
16,37,06,15,26,31,32,33,16
16,38,03,12,13,22,28,29,03
16,39,01,03,07,18,19,27,16
16,40,03,13,19,20,23,26,03
16,41,12,17,18,21,22,24,04
16,42,07,14,17,23,26,31,09
16,43,05,14,20,26,30,33,12
16,44,01,03,10,12,18,30,01
16,45,04,09,12,17,30,32,03
16,46,07,20,25,26,27,30,14
16,47,02,05,08,15,17,22,16
16,48,03,08,13,14,15,30,04
16,49,06,08,13,14,22,27,10
16,50,09,12,24,28,29,30,02
16,51,01,02,04,09,15,33,12
16,52,01,06,13,19,24,28,16
16,53,02,08,10,12,29,31,01
16,54,06,11,16,19,28,32,04
16,55,05,06,10,16,22,26,11
16,56,03,04,08,11,16,18,14
16,57,07,12,19,22,23,26,11
16,58,03,05,18,20,24,32,11
16,59,04,11,12,20,25,28,15
16,60,04,05,22,26,29,32,08
16,61,05,06,08,18,20,32,08
16,62,12,13,15,18,19,21,09
16,63,16,17,18,23,28,32,07
16,64,03,12,14,17,19,26,03
16,65,13,16,22,25,26,27,14
16,66,03,07,13,18,19,20,05
16,67,09,13,18,20,27,31,04
16,68,08,19,23,28,31,32,01
16,69,08,10,11,20,21,27,11
16,70,03,06,11,18,23,29,01
16,71,19,21,26,28,29,32,01
16,72,05,16,19,22,24,25,02
16,73,09,11,12,15,16,20,13
16,74,06,10,11,12,20,25,12
16,75,01,03,06,16,29,32,07
16,76,07,08,13,22,30,32,01
16,77,01,09,17,19,20,29,10
16,78,02,04,08,23,26,29,02
16,79,01,03,10,12,24,28,02
16,80,01,16,17,24,25,32,14
16,81,02,06,15,25,30,32,07
16,82,06,12,14,15,17,20,09
16,83,09,16,17,24,30,31,04
16,84,02,04,12,18,24,26,05
16,85,01,12,19,20,21,25,16
16,86,09,10,11,12,15,32,05
16,87,02,03,10,11,14,21,12
16,88,03,14,16,18,25,33,15
16,89,01,03,14,30,31,32,08
16,90,02,13,17,20,21,26,07
16,91,04,08,14,22,23,28,07
16,92,02,13,15,23,24,29,06
16,93,06,09,15,17,25,27,09
16,94,06,07,10,12,18,31,10
16,95,01,05,09,12,18,32,12
16,96,06,13,14,21,22,24,16
16,97,06,13,25,26,28,31,01
16,98,02,08,25,29,31,32,06
16,99,01,11,21,23,27,33,06
16,100,03,10,22,23,27,29,04
16,101,01,03,19,24,32,33,01
16,102,05,08,10,14,17,30,13
16,103,01,05,13,19,24,27,11
16,104,05,09,11,18,30,31,04
16,105,08,10,19,27,28,31,16
16,106,04,05,13,22,25,30,04
16,107,06,11,18,26,27,32,01
16,108,02,03,07,08,19,26,16
16,109,09,11,15,16,27,33,05
16,110,05,07,28,31,32,33,08
16,111,02,04,07,14,15,32,04
16,112,06,12,14,15,18,25,12
16,113,01,11,16,17,20,26,14
16,114,05,16,20,22,27,29,09
16,115,06,08,20,22,26,27,09
16,116,07,18,20,23,27,31,13
16,117,03,10,14,17,28,33,02
16,118,09,14,22,23,31,33,14
16,119,09,19,21,30,31,32,04
16,120,02,05,06,21,25,28,09
16,121,02,03,10,23,25,28,09
16,122,15,22,23,24,28,29,08
16,123,07,09,12,14,20,27,16
16,124,09,15,21,24,27,32,10
16,125,01,06,08,20,27,30,03
16,126,02,06,12,17,18,19,10
16,127,07,12,17,26,29,31,16
16,128,04,09,11,17,26,27,13
16,129,05,06,08,21,31,33,14
16,130,03,17,21,23,27,28,01
16,131,04,10,18,19,25,27,02
16,132,05,08,13,19,27,28,07
16,133,15,16,21,22,27,33,15
16,134,11,12,13,14,18,33,13
16,135,02,08,10,18,20,33,12
16,136,02,07,10,20,27,29,03
16,137,01,06,09,10,15,32,14
16,138,07,16,20,24,25,30,07
16,139,01,06,19,26,28,30,03
16,140,01,02,05,17,26,32,10
16,141,04,13,15,17,21,24,15
16,142,01,10,17,21,23,30,12
16,143,06,09,23,24,25,33,13
16,144,04,10,12,27,32,33,05
16,145,01,03,07,12,19,20,06
16,146,03,07,15,16,17,23,10
16,147,04,14,18,28,31,32,12
16,148,01,02,11,20,26,30,14
16,149,03,20,23,26,32,33,07
16,150,02,04,05,09,13,21,05
16,151,06,11,16,20,22,33,07
16,152,02,08,09,16,20,22,07
16,153,07,09,16,24,25,29,06
18,1,01,08,11,26,28,31,04
18,2,07,18,24,29,31,33,16
18,3,01,14,16,17,20,31,04
18,4,14,18,19,26,30,31,11
18,5,02,20,21,28,31,33,06
18,6,02,07,08,09,17,29,11
18,7,13,14,20,25,27,31,12
18,8,05,09,10,12,17,19,13
18,9,05,10,17,23,26,32,07
18,10,01,08,17,20,21,22,03
18,11,03,10,21,23,27,33,11
18,12,11,12,13,19,26,28,12
18,13,06,08,13,15,22,33,06
18,14,09,12,20,24,28,31,07
18,15,11,15,20,21,26,33,15
18,16,01,11,12,18,25,27,16
18,17,03,06,11,26,30,32,12
18,18,02,12,13,18,25,27,07
18,19,03,11,12,16,21,23,09
18,20,06,09,10,14,28,30,05
18,21,03,04,06,11,23,28,14
18,22,07,14,19,21,22,23,03
18,23,12,15,16,21,26,29,16
18,24,11,19,22,26,31,32,02
18,25,04,13,16,19,21,25,14
18,26,04,07,12,14,26,32,04
18,27,02,07,09,14,18,28,05
18,28,03,08,11,14,18,23,16
18,29,01,02,09,14,22,25,05
18,30,13,14,20,21,25,33,07
18,31,02,16,18,19,27,30,14
18,32,21,22,23,24,25,32,06
18,33,04,19,20,22,28,33,06
18,34,01,05,11,22,23,26,15
18,35,07,10,11,17,23,28,15
18,36,08,17,24,26,28,33,04
18,37,01,06,07,08,27,30,10
18,38,15,23,24,25,28,29,09
18,39,08,12,18,19,23,32,03
18,40,01,03,08,13,18,23,16
18,41,07,08,20,23,24,32,13
18,42,06,10,21,28,29,31,12
18,43,01,04,06,08,21,24,07
18,44,05,09,12,17,27,30,06
18,45,03,04,06,25,26,30,01
18,46,10,13,14,18,20,31,03
18,47,06,07,12,16,22,25,07
18,48,01,12,20,25,30,31,02
18,49,01,03,04,11,19,23,02
18,50,01,02,04,10,18,19,07
18,51,05,07,20,23,27,31,04
18,52,03,05,06,09,15,32,14
18,53,01,04,10,11,14,27,06
18,54,04,06,18,22,25,33,16
18,55,07,09,10,12,22,26,07
18,56,01,03,06,20,21,26,01
18,57,05,15,17,19,20,30,13
18,58,07,12,13,16,26,31,07
18,59,04,06,08,13,22,32,11
18,60,04,08,13,25,30,31,10
18,61,09,10,11,12,18,23,07
18,62,02,18,19,24,25,33,11
18,63,05,06,10,16,20,25,12
18,64,02,05,10,11,17,21,05
18,65,01,04,06,14,28,33,01
18,66,09,16,17,19,22,26,10
18,67,01,04,09,12,15,18,05
18,68,08,10,17,20,27,30,01
18,69,06,13,17,19,23,31,12
18,70,04,09,15,16,19,27,10
18,71,02,05,06,13,16,19,03
18,72,11,16,19,22,25,30,08
18,73,02,09,14,15,16,23,10
18,74,09,11,14,20,27,30,09
18,75,07,09,12,13,22,24,11
18,76,03,07,08,15,29,30,13
18,77,02,05,09,15,20,24,10
18,78,03,10,14,17,18,30,12
18,79,14,15,17,22,24,29,13
18,80,04,07,13,20,29,33,03
18,81,01,02,12,16,20,26,03
18,82,06,12,14,20,22,24,09
18,83,04,09,18,21,32,33,03
18,84,05,06,08,12,22,24,03
18,85,04,10,25,26,30,33,06
18,86,02,07,17,21,23,26,16
18,87,01,05,10,16,18,31,03
18,88,03,05,12,29,30,32,14
18,89,06,09,12,14,18,27,14
18,90,01,02,04,10,14,23,07
18,91,06,11,13,17,25,32,07
18,92,06,10,16,19,24,33,16
18,93,04,18,20,21,29,33,07
18,94,04,07,16,20,24,30,05
18,95,10,11,12,21,26,33,09
18,96,01,05,09,20,28,32,12
18,97,01,02,17,20,25,28,13
18,98,06,10,11,20,29,32,13
18,99,03,07,08,14,25,32,06
18,100,02,11,14,15,29,33,02
18,101,01,03,14,26,29,33,09
18,102,02,06,11,19,21,28,05
18,103,02,09,15,22,23,24,16
18,104,02,03,06,19,25,29,01
18,105,04,05,13,18,19,25,01
18,106,04,18,19,24,25,26,10
18,107,01,02,05,12,20,22,01
18,108,05,13,18,21,26,30,02
18,109,10,11,18,23,31,33,15
18,110,11,13,16,21,22,23,02
18,111,01,07,14,24,25,28,08
18,112,05,08,18,25,26,31,04
18,113,01,06,09,16,25,26,09
18,114,01,07,15,16,20,27,14
18,115,01,13,19,24,26,29,11
18,116,05,14,17,22,23,28,15
18,117,08,11,15,17,23,25,05
18,118,08,12,21,22,27,31,09
18,119,03,13,14,16,25,27,12
18,120,03,04,18,26,27,33,01
18,121,06,08,14,19,23,25,11
18,122,05,07,20,22,30,32,10
18,123,13,21,24,27,31,32,01
18,124,09,13,14,19,22,25,02
18,125,03,10,11,14,15,32,02
18,126,01,06,08,09,14,22,05
18,127,02,05,06,07,11,15,12
18,128,06,07,08,19,22,23,02
18,129,02,04,06,16,18,19,16
18,130,05,12,17,18,24,28,12
18,131,21,22,24,31,32,33,01
18,132,01,02,09,10,15,22,06
18,133,02,04,11,12,18,32,13
18,134,03,16,18,31,32,33,12
18,135,01,03,06,10,11,29,16
18,136,10,12,15,25,26,27,14
18,137,03,05,11,15,20,23,09
18,138,01,10,25,27,30,32,09
18,139,11,18,20,23,31,32,15
18,140,01,15,20,22,25,28,14
18,141,11,14,16,18,24,33,04
18,142,05,08,10,11,27,28,11
18,143,04,06,15,28,32,33,14
18,144,08,13,17,18,20,27,13
18,145,03,09,13,22,23,25,06
18,146,02,10,11,17,18,29,16
18,147,03,15,17,23,27,30,11
18,148,03,06,18,19,21,31,01
18,149,01,07,08,10,12,24,01
18,150,06,08,15,19,20,31,05
18,151,05,15,19,25,26,29,15
18,152,04,14,16,23,28,29,03
18,153,01,07,17,23,25,31,11
18,154,06,10,13,15,32,33,15
19,1,06,10,13,15,32,33,15
19,2,04,05,06,08,09,18,11
19,3,13,17,20,21,22,27,01
19,4,08,12,16,19,26,32,03
19,5,21,22,26,28,31,32,07
19,6,01,05,10,19,26,28,12
19,7,06,10,14,15,19,23,15
19,8,02,06,09,13,28,32,12
19,9,01,07,10,22,31,32,15
19,10,02,04,05,08,11,30,02
19,11,10,13,19,21,24,30,07
19,12,07,10,21,23,31,33,14
19,13,05,07,14,16,18,21,01
19,14,01,02,03,14,19,33,03
19,15,11,15,16,20,24,31,04
19,16,05,07,09,11,19,25,05
19,17,04,05,24,28,30,33,09
19,18,04,11,18,19,26,32,04
19,19,03,11,17,18,24,25,06
19,20,02,12,13,23,27,28,12
19,21,02,05,07,08,20,27,04
19,22,03,07,11,21,30,33,07
19,23,01,10,14,15,18,31,13
19,24,01,08,23,25,28,29,10
19,25,15,16,21,27,30,33,04
19,26,03,13,15,19,20,27,14
19,27,02,06,08,10,11,17,13
19,28,04,19,22,26,29,30,11
19,29,08,11,17,23,32,33,10
19,30,04,05,07,10,12,22,16
19,31,03,13,15,18,21,33,16
19,32,04,08,09,13,28,33,04
19,33,09,15,19,21,23,29,15
19,34,09,11,15,22,24,26,03
19,35,01,05,07,09,10,20,16
19,36,02,10,13,16,23,32,08
19,37,01,07,12,14,18,25,10
19,38,09,12,21,27,29,30,05
19,39,06,07,11,14,27,32,08
19,40,05,06,09,18,23,31,11
19,41,02,09,13,23,24,26,16
19,42,15,17,19,22,25,26,04
19,43,01,06,12,13,24,32,13
19,44,06,14,16,17,23,29,07
19,45,01,06,17,19,27,31,14
19,46,02,12,16,22,25,32,06
19,47,03,11,18,25,30,33,14
19,48,03,07,10,12,18,29,10
19,49,03,10,13,22,23,28,15
19,50,04,06,10,11,21,23,02
19,51,08,09,10,13,15,28,09
19,52,03,06,09,13,16,19,16
19,53,04,16,22,25,29,31,08
19,54,07,10,11,15,24,26,11
19,55,01,06,11,15,19,31,10
19,56,13,14,17,19,21,29,01
19,57,04,05,06,08,13,18,16
19,58,07,08,12,21,23,27,12
19,59,04,05,07,09,16,18,06
19,60,03,04,14,20,23,27,01
19,61,03,17,19,24,27,31,12
19,62,07,13,16,23,26,30,01
19,63,01,14,19,22,29,31,16
19,64,12,20,24,25,30,33,12
19,65,06,09,11,15,20,26,10
19,66,01,14,17,20,22,32,04
19,67,04,06,08,11,30,33,11
19,68,03,14,20,24,26,33,10
19,69,06,11,16,19,21,25,01
19,70,06,15,18,19,24,32,09
19,71,01,08,19,24,29,30,04
19,72,02,09,13,15,22,30,15
19,73,01,02,06,12,16,18,08
19,74,12,21,27,29,31,33,04
19,75,05,08,20,22,31,33,03
19,76,12,15,19,20,29,32,14
19,77,09,11,13,18,21,22,15
19,78,01,17,27,29,31,33,12
19,79,01,03,06,09,19,31,16
19,80,03,06,08,20,24,32,07
19,81,05,24,27,29,31,32,10
19,82,07,16,19,22,24,28,02
19,83,06,15,17,26,28,31,03
19,84,04,08,14,18,20,27,03
19,85,01,04,14,18,24,29,04
19,86,16,22,24,26,28,31,06
